   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 utils.py:100(wrapper_setattr)
  1686995    0.526    0.000    0.526    0.000 utils.py:102(tractor_sort_card)
        1    0.000    0.000    0.000    0.000 utils.py:104(__init__)
   277416    0.975    0.000    6.190    0.000 utils.py:127(get_valid_cards)
        2    0.000    0.000    0.000    0.000 utils.py:135(disable_on_exception)
   277416    1.363    0.000    4.124    0.000 utils.py:139(<listcomp>)
     4006    0.011    0.000    1.341    0.000 utils.py:140(inner)
   277416    0.405    0.000    0.405    0.000 utils.py:141(<listcomp>)
    70125    0.087    0.000    0.087    0.000 utils.py:148(<listcomp>)
    38268    0.031    0.000    0.031    0.000 utils.py:152(<listcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:153(__init__)
        3    0.000    0.000    0.000    0.000 utils.py:162(__eq__)
  1057192   32.207    0.000   32.207    0.000 utils.py:163(encode_cards)
        1    0.000    0.000    0.000    0.000 utils.py:192(_is_utf)
        1    0.000    0.000    0.000    0.000 utils.py:206(_supports_unicode)
     4004    0.014    0.000    0.018    0.000 utils.py:213(_is_ascii)
      144    0.000    0.000    0.000    0.000 utils.py:220(get_variable_collections)
        1    0.000    0.000    0.000    0.000 utils.py:222(_screen_shape_wrapper)
        1    0.000    0.000    0.000    0.000 utils.py:237(_screen_shape_windows)
     4000    0.456    0.000    0.773    0.000 utils.py:291(reorganize)
     4000    0.002    0.000    0.002    0.000 utils.py:303(<listcomp>)
        1    0.000    0.000    0.873    0.873 utils.py:319(set_global_seed)
     2002    0.004    0.000    0.065    0.000 utils.py:320(_text_width)
   103012    0.031    0.000    0.048    0.000 utils.py:321(<genexpr>)
     2002    0.005    0.000    0.076    0.000 utils.py:324(disp_len)
        1    0.000    0.000    0.000    0.000 utils.py:332(<listcomp>)
   231246    8.636    0.000   24.480    0.000 utils.py:344(remove_illegal)
        2    0.136    0.068  117.717   58.858 utils.py:378(tournament)
        2    0.000    0.000    0.000    0.000 utils.py:388(<listcomp>)
       84    0.000    0.000    0.000    0.000 utils.py:42(collect_named_outputs)
     2002    0.002    0.000    0.002    0.000 utils.py:56(__init__)
     2002    0.001    0.000    0.001    0.000 utils.py:60(__format__)
  3855049    2.980    0.000    3.238    0.000 utils.py:65(hand2type)
        1    0.000    0.000    0.000    0.000 utils.py:73(__eq__)
        1    0.000    0.000    0.000    0.000 utils.py:87(__getattr__)
    57678    0.021    0.000    0.021    0.000 utils.py:90(trump_type_to_win)
   222108    0.289    0.000    0.325    0.000 utils.py:93(is_same_suit)
        2    0.000    0.000    0.000    0.000 uuid.py:121(__init__)
        2    0.000    0.000    0.000    0.000 uuid.py:320(hex)
        2    0.000    0.000    0.000    0.000 uuid.py:759(uuid4)
      809    0.001    0.000    0.003    0.000 variable_scope.py:1043(__init__)
     3688    0.001    0.000    0.001    0.000 variable_scope.py:1074(name)
      648    0.000    0.000    0.000    0.000 variable_scope.py:1078(original_name_scope)
      952    0.000    0.000    0.000    0.000 variable_scope.py:1082(reuse)
      808    0.000    0.000    0.000    0.000 variable_scope.py:1086(initializer)
      808    0.000    0.000    0.000    0.000 variable_scope.py:1090(dtype)
     1001    0.000    0.000    0.000    0.000 variable_scope.py:1094(use_resource)
      808    0.000    0.000    0.000    0.000 variable_scope.py:1098(regularizer)
      808    0.000    0.000    0.000    0.000 variable_scope.py:1102(caching_device)
     1156    0.000    0.000    0.000    0.000 variable_scope.py:1106(partitioner)
      880    0.000    0.000    0.000    0.000 variable_scope.py:1110(custom_getter)
      684    0.000    0.000    0.000    0.000 variable_scope.py:1148(set_partitioner)
       72    0.000    0.000    0.000    0.000 variable_scope.py:1152(set_custom_getter)
      528    0.005    0.000    3.160    0.006 variable_scope.py:1173(get_variable)
        1    0.000    0.000    0.000    0.000 variable_scope.py:1328(__init__)
      808    0.001    0.000    0.001    0.000 variable_scope.py:1333(open_variable_scope)
      448    0.027    0.000    0.044    0.000 variable_scope.py:1339(close_variable_subscopes)
      780    0.000    0.000    0.001    0.000 variable_scope.py:1344(variable_scope_count)
     3365    0.003    0.000    0.018    0.000 variable_scope.py:1348(get_variable_scope_store)
     2125    0.002    0.000    0.014    0.000 variable_scope.py:1361(get_variable_scope)
     1336    0.001    0.000    0.007    0.000 variable_scope.py:1367(_get_default_variable_store)
      528    0.002    0.000    3.166    0.006 variable_scope.py:1468(get_variable)
      808    0.006    0.000    0.016    0.000 variable_scope.py:1779(__init__)
      808    0.007    0.000    0.012    0.000 variable_scope.py:1868(__enter__)
      808    0.004    0.000    0.048    0.000 variable_scope.py:1930(__exit__)
       72    0.000    0.000    0.000    0.000 variable_scope.py:1942(_maybe_wrap_custom_getter)
      432    0.002    0.000    0.008    0.000 variable_scope.py:1961(_get_unique_variable_scope)
      808    0.004    0.000    0.010    0.000 variable_scope.py:2112(__init__)
      808    0.003    0.000    0.089    0.000 variable_scope.py:2204(__enter__)
      808    0.007    0.000    0.065    0.000 variable_scope.py:2230(_enter_scope_uncached)
      808    0.003    0.000    0.062    0.000 variable_scope.py:2349(__exit__)
      553    0.005    0.000    3.018    0.005 variable_scope.py:2463(default_variable_creator)
        1    0.000    0.000    0.000    0.000 variable_scope.py:280(__init__)
      528    0.006    0.000    3.146    0.006 variable_scope.py:286(get_variable)
      528    0.003    0.000    3.041    0.006 variable_scope.py:435(_true_getter)
      528    0.010    0.000    3.035    0.006 variable_scope.py:795(_get_single_variable)
      528    0.002    0.000    1.261    0.002 variable_scope.py:902(<lambda>)
       48    0.000    0.000    0.038    0.001 variables.py:1077(_run_op)
    50208    0.012    0.000    0.015    0.000 variables.py:1084(__hash__)
    14028    0.002    0.000    0.002    0.000 variables.py:1092(__eq__)
      336    0.000    0.000    0.001    0.000 variables.py:1190(get_shape)
     2840    0.006    0.000    0.203    0.000 variables.py:123(get_global_step)
     1081    0.002    0.000    0.004    0.000 variables.py:149(validate_synchronization_aggregation_trainable)
      553    0.002    0.000    3.009    0.005 variables.py:1579(__init__)
      553    0.035    0.000    3.007    0.005 variables.py:1699(_init_from_args)
      553    0.002    0.000    3.025    0.005 variables.py:180(_variable_v1_call)
     1032    0.000    0.000    0.000    0.000 variables.py:1923(_as_graph_element)
      584    0.000    0.000    0.000    0.000 variables.py:1927(value)
     2737    0.001    0.000    0.001    0.000 variables.py:1957(_ref)
      553    0.002    0.000    3.020    0.005 variables.py:197(<lambda>)
      865    0.000    0.000    0.000    0.000 variables.py:1982(trainable)
      865    0.000    0.000    0.000    0.000 variables.py:1986(synchronization)
      865    0.000    0.000    0.000    0.000 variables.py:1990(aggregation)
      168    0.000    0.000    0.000    0.000 variables.py:2040(constraint)
       24    0.000    0.000    0.022    0.001 variables.py:2050(assign)
      144    0.002    0.000    0.992    0.007 variables.py:209(variable)
     2181    0.002    0.000    0.005    0.000 variables.py:2525(_TensorConversionFunction)
     4564    0.003    0.000    0.008    0.000 variables.py:2547(name)
     1418    0.000    0.000    0.000    0.000 variables.py:2552(initializer)
 1106/553    0.003    0.000    3.026    0.005 variables.py:256(__call__)
     2248    0.002    0.000    0.002    0.000 variables.py:2562(dtype)
     7728    0.005    0.000    0.006    0.000 variables.py:2567(op)
      408    0.000    0.000    0.001    0.000 variables.py:2572(graph)
      344    0.000    0.000    0.001    0.000 variables.py:2582(shape)
      865    0.007    0.000    0.014    0.000 variables.py:2591(to_proto)
      553    0.002    0.000    0.089    0.000 variables.py:2678(_try_guard_against_uninitialized_dependencies)
 1561/553    0.009    0.000    0.018    0.000 variables.py:2717(_has_cycle)
     2497    0.001    0.000    0.001    0.000 variables.py:2726(<genexpr>)
 1561/553    0.005    0.000    0.068    0.000 variables.py:2733(_safe_initial_value_from_tensor)
 1489/553    0.011    0.000    0.065    0.000 variables.py:2756(_safe_initial_value_from_op)
      144    0.001    0.000    0.994    0.007 variables.py:284(model_variable)
      193    0.000    0.000    0.002    0.000 variables.py:3055(global_variables)
        1    0.000    0.000    0.000    0.000 variables.py:3088(_all_saveable_objects)
      212    0.000    0.000    0.002    0.000 variables.py:3151(trainable_variables)
        1    0.000    0.000    0.008    0.008 variables.py:3195(variables_initializer)
        1    0.000    0.000    0.000    0.000 variables.py:3217(<listcomp>)
        1    0.000    0.000    0.008    0.008 variables.py:3229(global_variables_initializer)
       14    0.000    0.000    0.000    0.000 version.py:302(__init__)
       14    0.000    0.000    0.000    0.000 version.py:307(parse)
       14    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        7    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        6    0.000    0.000    0.000    0.000 version.py:51(__lt__)
        1    0.000    0.000    0.000    0.000 version.py:69(__ge__)
       32    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        4    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
       36    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       62    0.000    0.000    0.000    0.000 warnings.py:449(__init__)
       62    0.000    0.000    0.000    0.000 warnings.py:470(__enter__)
       62    0.000    0.000    0.000    0.000 warnings.py:489(__exit__)
        2    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:290(update)
      384    0.001    0.000    0.001    0.000 weakref.py:358(remove)
      288    0.000    0.000    0.000    0.000 weakref.py:395(__getitem__)
      386    0.001    0.000    0.001    0.000 weakref.py:408(__setitem__)
      768    0.001    0.000    0.001    0.000 weakref.py:432(get)
      468    0.001    0.000    0.001    0.000 weakref.py:435(__contains__)
       14    0.000    0.000    0.000    0.000 weakref.py:44(__new__)
      192    0.000    0.000    0.000    0.000 weakref.py:484(pop)
        1    0.000    0.000    0.001    0.001 widgets.py:10(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:1222(RadioButtons)
        1    0.000    0.000    0.000    0.000 widgets.py:135(Button)
        1    0.000    0.000    0.000    0.000 widgets.py:1357(SubplotTool)
        1    0.000    0.000    0.000    0.000 widgets.py:1480(Cursor)
        1    0.000    0.000    0.000    0.000 widgets.py:1574(MultiCursor)
        1    0.000    0.000    0.000    0.000 widgets.py:1688(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:1905(SpanSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:2117(ToolHandles)
        1    0.000    0.000    0.000    0.000 widgets.py:2175(RectangleSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:232(SliderBase)
        1    0.000    0.000    0.000    0.000 widgets.py:24(LockDraw)
        1    0.000    0.000    0.000    0.000 widgets.py:2580(EllipseSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:2650(LassoSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:2724(PolygonSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:2929(Lasso)
        1    0.000    0.000    0.000    0.000 widgets.py:310(Slider)
        2    0.000    0.000    0.000    0.000 widgets.py:34(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:533(RangeSlider)
        1    0.000    0.000    0.000    0.000 widgets.py:62(Widget)
        1    0.000    0.000    0.000    0.000 widgets.py:811(CheckButtons)
        1    0.000    0.000    0.000    0.000 widgets.py:90(AxesWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:962(TextBox)
        1    0.002    0.002    0.002    0.002 {built-in method PIL._imaging.fill}
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.map_buffer}
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
   539679    0.250    0.000    0.250    0.000 {built-in method __new__ of type object at 0x00007FFBDB1969A0}
       18    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
  2505228    1.930    0.000    1.935    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
 2030/946    0.004    0.000    0.004    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
       37    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 {built-in method _csv.reader}
        1    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
    16000    0.005    0.000    0.005    0.000 {built-in method _functools.cmp_to_key}
   369904    0.440    0.000    0.618    0.000 {built-in method _functools.reduce}
        2    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      124    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      736    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        6    0.124    0.021    0.124    0.021 {built-in method _imp.create_dynamic}
        6    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      130    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     2016    0.001    0.000    0.001    0.000 {built-in method _imp.lock_held}
      736    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       32    0.000    0.000    0.000    0.000 {built-in method _locale._getdefaultlocale}
       34    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       32    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.AddControlInput}
        2    0.002    0.001    0.002    0.001 {built-in method _pywrap_tensorflow_internal.AppendToFile}
       16    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.AssertSameStructure}
        2    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.CreateWritableFile}
   242512    1.049    0.000    1.049    0.000 {built-in method _pywrap_tensorflow_internal.ExtendSession}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.FileExists}
     3868    0.008    0.000    0.010    0.000 {built-in method _pywrap_tensorflow_internal.Flatten}
     6961    0.019    0.000    0.042    0.000 {built-in method _pywrap_tensorflow_internal.GetOperationInputs}
       48    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.IsAttrs}
       48    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.IsCompositeTensor}
       24    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.IsMappingView}
       24    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.IsMapping}
       48    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.IsNamedtuple}
      296    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.IsSequenceOrComposite}
   494029    0.566    0.000    0.566    0.000 {built-in method _pywrap_tensorflow_internal.IsSequence}
       48    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.IsTypeSpec}
        2    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.RenameFile}
     5688    0.072    0.000    0.072    0.000 {built-in method _pywrap_tensorflow_internal.SetAttr}
        3    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.SetRequestedDevice}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.SetRequireShapeInferenceFns}
        2    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.Set_TF_Status_from_Status}
        2    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_MonitoringCounterCellIncrementBy}
        2    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_MonitoringGetCellCounter0}
     5216    0.004    0.000    0.004    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_RecordGradient}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_SetEagerContext}
     1993    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_TapeSetIsStopped}
      961    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_TapeSetRestartOnThread}
      961    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_TapeSetStopOnThread}
     7583    0.004    0.000    0.004    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_UID}
     3875    0.004    0.000    0.004    0.000 {built-in method _pywrap_tensorflow_internal.TF_AddControlInput}
      125    0.002    0.000    0.002    0.000 {built-in method _pywrap_tensorflow_internal.TF_AddInputList}
     9002    0.030    0.000    0.030    0.000 {built-in method _pywrap_tensorflow_internal.TF_AddInput}
        1    0.051    0.051    0.051    0.051 {built-in method _pywrap_tensorflow_internal.TF_CloseSession}
    21077    0.017    0.000    0.017    0.000 {built-in method _pywrap_tensorflow_internal.TF_DeleteBuffer}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_DeleteSessionOptions}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_DeleteSession}
        2    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_DeleteStatus}
     6897    0.170    0.000    0.170    0.000 {built-in method _pywrap_tensorflow_internal.TF_FinishOperation}
    11893    0.009    0.000    0.009    0.000 {built-in method _pywrap_tensorflow_internal.TF_GetBuffer}
        2    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_GetCode}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_GraphGetOpDef}
     7582    0.016    0.000    0.016    0.000 {built-in method _pywrap_tensorflow_internal.TF_GraphGetTensorShapeHelper}
      748    0.004    0.000    0.004    0.000 {built-in method _pywrap_tensorflow_internal.TF_GraphSetTensorShape_wrapper}
        1    0.031    0.031    0.031    0.031 {built-in method _pywrap_tensorflow_internal.TF_GraphToGraphDef}
       64    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_Input_index_set}
       64    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_Input_oper_set}
     5688    0.010    0.000    0.022    0.000 {built-in method _pywrap_tensorflow_internal.TF_NewBufferFromString}
    15389    0.026    0.000    0.058    0.000 {built-in method _pywrap_tensorflow_internal.TF_NewBuffer}
        1    0.001    0.001    0.001    0.001 {built-in method _pywrap_tensorflow_internal.TF_NewGraph}
     6897    0.044    0.000    0.044    0.000 {built-in method _pywrap_tensorflow_internal.TF_NewOperation}
        1    0.757    0.757    0.757    0.757 {built-in method _pywrap_tensorflow_internal.TF_NewSessionRef}
        2    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_NewStatus}
     8921    0.006    0.000    0.006    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationDevice}
     6127    0.014    0.000    0.014    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationGetAttrType}
    13898    0.046    0.000    0.046    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationGetAttrValueProto}
     1617    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationGetControlInputs_wrapper}
      268    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationGetControlOutputs_wrapper}
   545200    0.578    0.000    0.578    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationName}
     6897    0.005    0.000    0.005    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationNumOutputs}
   518556    0.715    0.000    0.715    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationOpType}
    14942    0.023    0.000    0.023    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationOutputConsumers_wrapper}
     7582    0.005    0.000    0.005    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationOutputType}
     1489    0.006    0.000    0.006    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationToNodeDef}
    15164    0.007    0.000    0.007    0.000 {built-in method _pywrap_tensorflow_internal.TF_Output_index_set}
    15164    0.010    0.000    0.010    0.000 {built-in method _pywrap_tensorflow_internal.TF_Output_oper_set}
   242512  283.990    0.001  283.990    0.001 {built-in method _pywrap_tensorflow_internal.TF_SessionRun_wrapper}
    14690    0.038    0.000    0.038    0.000 {built-in method _pywrap_tensorflow_internal.TF_SetAttrValueProto}
       24    0.004    0.000    0.004    0.000 {built-in method _pywrap_tensorflow_internal.TF_TryEvaluateConstant_wrapper}
       64    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.UpdateEdge}
        2    0.151    0.075    0.151    0.075 {built-in method _pywrap_tensorflow_internal.WritableFile_Close}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal._TF_NewSessionOptions}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal._TF_SetConfig}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal._TF_SetTarget}
       64    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.new_TF_Input}
    15164    0.011    0.000    0.011    0.000 {built-in method _pywrap_tensorflow_internal.new_TF_Output}
      150    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       60    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       51    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        5    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        8    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       14    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        2    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
     4317    0.017    0.000    0.017    0.000 {built-in method _thread.allocate_lock}
    11900    0.003    0.000    0.003    0.000 {built-in method _thread.get_ident}
      160    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn_explicit}
       23    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       12    0.000    0.000    0.000    0.000 {built-in method _winapi.CloseHandle}
        2    0.000    0.000    0.000    0.000 {built-in method _winapi.CreatePipe}
        2    0.005    0.003    0.005    0.003 {built-in method _winapi.CreateProcess}
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.DuplicateHandle}
       12    0.000    0.000    0.000    0.000 {built-in method _winapi.GetCurrentProcess}
        2    0.000    0.000    0.000    0.000 {built-in method _winapi.GetExitCodeProcess}
        4    0.000    0.000    0.000    0.000 {built-in method _winapi.GetStdHandle}
        2    0.009    0.004    0.009    0.004 {built-in method _winapi.WaitForSingleObject}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
  752/632    0.015    0.000    0.114    0.000 {built-in method builtins.__build_class__}
    48/11    0.000    0.000    0.712    0.065 {built-in method builtins.__import__}
     3604    0.002    0.000    0.002    0.000 {built-in method builtins.abs}
    11867    0.013    0.000    0.065    0.000 {built-in method builtins.all}
   252267    0.220    0.000    0.447    0.000 {built-in method builtins.any}
    21326    0.003    0.000    0.003    0.000 {built-in method builtins.callable}
      106    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
      293    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       28    0.002    0.000    0.002    0.000 {built-in method builtins.dir}
    10029    0.003    0.000    0.003    0.000 {built-in method builtins.divmod}
       16    0.001    0.000    0.004    0.000 {built-in method builtins.eval}
    146/1    0.002    0.000  559.772  559.772 {built-in method builtins.exec}
      528    0.002    0.000    0.014    0.000 {built-in method builtins.format}
  3539991    1.584    0.000    2.902    0.000 {built-in method builtins.getattr}
      382    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
    96960    0.032    0.000    0.038    0.000 {built-in method builtins.hasattr}
  489/351    0.000    0.000    0.001    0.000 {built-in method builtins.hash}
  4030010    0.568    0.000    0.568    0.000 {built-in method builtins.id}
 17849477    3.771    0.000    6.544    0.000 {built-in method builtins.isinstance}
   712971    0.330    0.000    0.330    0.000 {built-in method builtins.issubclass}
  1008195    0.237    0.000    0.237    0.000 {built-in method builtins.iter}
11484100/11277980    1.228    0.000    1.289    0.000 {built-in method builtins.len}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
     9453    0.007    0.000    0.007    0.000 {built-in method builtins.max}
   116512    0.081    0.000    0.081    0.000 {built-in method builtins.min}
2311238/1274617    0.882    0.000   10.560    0.000 {built-in method builtins.next}
    44050    0.004    0.000    0.004    0.000 {built-in method builtins.ord}
     5615    0.045    0.000    1.460    0.000 {built-in method builtins.print}
      121    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       30    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     3484    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
     4888    0.006    0.000    0.008    0.000 {built-in method builtins.sorted}
   329800    9.824    0.000    9.873    0.000 {built-in method builtins.sum}
      592    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      378    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       96    0.000    0.000    0.000    0.000 {built-in method from_iterable}
       72    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.000    0.000 {built-in method gc.collect}
       37    0.222    0.006    0.222    0.006 {built-in method io.open}
      124    0.031    0.000    0.031    0.000 {built-in method marshal.loads}
     5600    0.011    0.000    0.011    0.000 {built-in method math.ceil}
        4    0.000    0.000    0.000    0.000 {built-in method math.copysign}
       47    0.000    0.000    0.000    0.000 {built-in method math.cos}
       16    0.000    0.000    0.000    0.000 {built-in method math.floor}
       28    0.000    0.000    0.000    0.000 {built-in method math.log10}
     5600    0.011    0.000    0.011    0.000 {built-in method math.log}
       62    0.000    0.000    0.000    0.000 {built-in method math.radians}
       47    0.000    0.000    0.000    0.000 {built-in method math.sin}
       72    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
       98    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.affine_transform}
        4    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.count_bboxes_overlapping_bbox}
        4    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.path_intersects_rectangle}
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
        2    0.000    0.000    0.000    0.000 {built-in method msvcrt.open_osfhandle}
     2001    0.006    0.000    0.006    0.000 {built-in method now}
        5    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        1    0.000    0.000    0.000    0.000 {built-in method nt._isdir}
        2    0.000    0.000    0.000    0.000 {built-in method nt.access}
     2472    0.000    0.000    0.001    0.000 {built-in method nt.fspath}
        5    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
    13262    0.009    0.000    0.009    0.000 {built-in method nt.getpid}
       13    0.004    0.000    0.004    0.000 {built-in method nt.listdir}
        2    0.001    0.000    0.001    0.000 {built-in method nt.mkdir}
        1    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
      516    0.055    0.000    0.055    0.000 {built-in method nt.stat}
        6    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
     2922    0.024    0.000    0.024    0.000 {built-in method numpy.arange}
   735275    4.937    0.000    4.937    0.000 {built-in method numpy.array}
1913015/1912660    2.590    0.000   12.593    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
   231262    0.187    0.000    0.187    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
  1261712    1.770    0.000    1.770    0.000 {built-in method numpy.empty}
       20    0.000    0.000    0.000    0.000 {built-in method numpy.fromiter}
       32    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       16    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
   713137    7.563    0.000    7.563    0.000 {built-in method numpy.zeros}
       73    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
     3496    0.002    0.000    0.002    0.000 {built-in method sys.exc_info}
      751    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      106    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {built-in method sys.setrecursionlimit}
